"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"MICROMIDAS","MICROMIDAS","MICROMIDAS",10,"Working at Micromidas | Glassdoor",33,1,"originmaterials.com/",78,1,1,0,0,1,791,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,NA,NA,NA,NA,NA,NA,NA
"Micron Technology","Micron Technology","Micron Technology",17,"Micron Technology - Official Site",33,NA,"micron.com/",23,1,2,0,0,5,835,1,0,0,1,34100,"FirmSize.LARGE_FIRM",0,1984,24867,64,1.00108577633008,1,1.94052358547473,2.328125
"Microsemi SoC Corporation","Microsemi SoC","Microsemi SoC",13,"Microsemi - Official Site",25,NA,"microsemi.com/",26,2,1,1,0,2,836,1,0,0,1,3186,"FirmSize.LARGE_FIRM",0,1978,31,1,1,1,2.25806451612903,1
"MICROSOFT TECHNOLOGY LICENSING","MICROSOFT TECHNOLOGY LICENSING","MICROSOFT TECHNOLOGY LICENSING",30,"Microsoft Technology Licensing",30,1,"microsoft.com/en-us/legal/intellectualproperty/mtl/default.aspx",75,1,3,0,1,0,792,1,1,0,2,24,"FirmSize.SMALL_FIRM",1,2014,5903,8,1,1,4.05437912925631,3.125
"Microsurge","Microsurge","Microsurge",10,"MicroSurge - Talc USA",21,NA,"talcusa.com/microsurge/",35,1,1,0,0,5,837,1,0,0,1,0,"FirmSize.UNDEFINED",1,1988,59,1,1,1,1.64406779661017,1
"Midori USA","Midori USA","Midori USA",10,"Midori Animal Health",20,NA,"midorihealth.com/",29,1,1,0,0,5,838,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,2015,3,1,1,1,3.33333333333333,4
"Midrex Technologies","Midrex Technologies","Midrex Technologies",19,"Midrex | Direct Reduction Ironmaking Technologies | MIDREX",58,NA,"midrex.com/",23,1,2,0,0,5,839,1,0,0,1,186,"FirmSize.EU_MEDIUM_FIRM",1,1993,76,1,1.03947368421053,1,2.78947368421053,3
"MIETAMARK GENETICS","MIETAMARK GENETICS","MIETAMARK GENETICS",18,"Metamark - A leader in comprehensive urology cancer care",56,NA,"metamarkgenetics.com/",28,1,0,1,0,5,793,0,0,1,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,4,4
"MILLENIUM SYNTHFUELS CORPORATION","MILLENIUM SYNTHFUELS","MILLENIUM SYNTHFUELS",20,"Millenium SynthFuels",20,NA,"milleniumsynthfuels.com/",31,1,2,0,0,5,794,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2016,2,1,1,1,1.5,2
"Milliken & Company","Milliken & Company","Milliken & Company",18,"Milliken & Company - Official Site",34,NA,"milliken.com/",24,1,2,0,0,5,840,1,0,0,1,3950,"FirmSize.LARGE_FIRM",0,1999,839,1,1.00357568533969,1,2.65911799761621,1
"Minebea Co.","Minebea Co","Minebea Co",10,"MinebeaMitsumi Inc.",19,NA,"minebeamitsumi.com/english/",38,1,1,0,1,4,841,1,0,0,1,293,"FirmSize.US_MEDIUM_FIRM",1,1989,1106,1,1.02622061482821,1,2.24141048824593,3
"Mintera Corporation","Mintera","Mintera",7,"Oclaro Acquires Mintera Corporation | Oclaro, Inc.",50,1,"",97,1,1,0,1,0,842,1,0,0,1,17,"FirmSize.SMALL_FIRM",1,1976,182,1,1.13186813186813,2,3.5,4
"MirTech","MirTech","MirTech",7,"MirTech - Home page",19,NA,"mirtechusa.com/",26,1,1,0,0,5,843,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,1995,25,2,1,1,2,3
"Mission Product Holdings","Mission Product Holdings","Mission Product Holdings",24,"Mission",7,NA,"mission.com/",24,1,1,0,0,4,844,1,0,0,1,63,"FirmSize.EU_MEDIUM_FIRM",1,2014,2,1,1,1,3,3
"Mitsubishi Electric Corporation","Mitsubishi Electric","Mitsubishi Electric",19,"Mitsubishi Electric - Official Site",35,NA,"mitsubishielectric.com/",34,1,2,0,0,5,845,1,1,0,2,136930,"FirmSize.LARGE_FIRM",0,1976,6561,46,1.02743484224966,1,2.87075140984606,2.89130434782609
"Mitsubishi Metal Corporation","Mitsubishi Metal","Mitsubishi Metal",16,"Metals Group | Mitsubishi Corporation",37,NA,"mitsubishicorp.com/jp/en/bg/metals/",47,1,2,1,0,2,846,0,1,1,2,35,"FirmSize.SMALL_FIRM",1,1976,2019,6,1.17781079742447,1.33333333333333,3.60277365032194,5.83333333333333
"Mitsubishi Polyester Film","Mitsubishi Polyester Film","Mitsubishi Polyester Film",25,"Mitsubishi Polyester Film - Language Selection",46,NA,"m-petfilm.com/",26,1,3,0,0,5,847,0,1,0,1,246,"FirmSize.EU_MEDIUM_FIRM",1,1999,212,2,1.02358490566038,1.5,3.2688679245283,5.5
"Molecular Imprints","Molecular Imprints","Molecular Imprints",18,"Molecular Imprints Acquired by Canon | UT News | The ...",56,1,"",71,1,2,0,1,2,848,1,0,0,1,54,"FirmSize.EU_MEDIUM_FIRM",1,2004,195,1,1.16923076923077,2,3.33333333333333,4
"Molecular Rebar Design","Molecular Rebar Design","Molecular Rebar Design",22,"Molecular Rebar Design : The amazing potential of carbon ...",60,NA,"molecularrebar.com/",30,1,3,0,0,5,849,1,0,0,1,18,"FirmSize.SMALL_FIRM",1,2013,12,6,1,1,2.16666666666667,2.33333333333333
"Momentive Performance Materials GmbH","Momentive Performance Materials","Momentive Performance Materials",31,"Momentive.com Official Site | Silicone & Specialty Chemicals",60,NA,"momentive.com/en-US/",32,1,1,0,1,3,850,1,1,1,3,0,"FirmSize.LARGE_FIRM",0,2007,1744,16,1.02522935779817,1,3.72477064220183,3.25
"Momentive Performance Materials Inc.","Momentive Performance Materials","Momentive Performance Materials",31,"Momentive.com Official Site | Silicone & Specialty Chemicals",60,NA,"momentive.com/en-US/",32,1,1,0,1,3,851,1,1,1,3,0,"FirmSize.LARGE_FIRM",0,2007,1744,16,1.02522935779817,1,3.72477064220183,3.25
"Monarch Power Corp","Monarch Power Corp","Monarch Power Corp",18,"Monarch Power Corp: Private Company Information - Bloomberg",59,1,"",82,1,3,0,0,0,852,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2014,3,1,1,1,3,3
"Monolithe Semiconductor Inc.","Monolithe Semiconductor","Monolithe Semiconductor",23,"Home | Monolith Semiconductor Inc.",34,NA,"monolithsemi.com/",28,1,1,0,0,5,854,1,0,0,1,1534,"FirmSize.LARGE_FIRM",0,2013,8,1,1,1,3.125,4
"MonoSol","MonoSol","MonoSol",7,"MonoSol - Official Site",23,NA,"monosol.com/",24,1,1,0,0,5,853,1,0,0,1,198,"FirmSize.EU_MEDIUM_FIRM",1,1980,59,2,1.06779661016949,1.5,3.27118644067797,2.5
"Monsanto Technology LLC","Monsanto Technology","Monsanto Technology",19,"Technology Use Guides | Monsanto",32,NA,"monsanto.com/products/product-stewardship/technology-use-guides/",72,1,2,0,0,1,855,0,0,1,1,21900,"FirmSize.LARGE_FIRM",0,2001,4139,14,1.14617057260208,1,2.40879439478135,5.92857142857143
"MONTEREY RESEARCH","MONTEREY RESEARCH","MONTEREY RESEARCH",17,"Monterey Bay Aquarium Research Institute | MBARI",48,NA,"mbari.org/",22,1,2,0,0,5,795,1,0,0,1,172,"FirmSize.EU_MEDIUM_FIRM",1,2015,13,2,1,1,2.38461538461538,1.5
"Morpho","Morpho","Morpho",6,"OT-Morpho | Leader in Biometrics and Digital Identity",53,NA,"morpho.com/en",25,1,1,0,0,5,856,0,0,1,1,7676,"FirmSize.LARGE_FIRM",0,2003,183,1,1.08196721311475,1,3.12568306010929,5
"Moxtek","Moxtek","Moxtek",6,"Moxtek - Official Site",22,NA,"moxtek.com/",18,1,1,0,0,5,857,1,0,0,1,220,"FirmSize.EU_MEDIUM_FIRM",1,1978,103,1,1.06796116504854,2,2.88349514563107,7
"Mumetel","Mumetel","Mumetel",7,"Mumetel LLC - Introduction",26,NA,"mumetel.com/index.html",33,1,1,0,0,5,858,0,0,1,1,19,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,2,2
"Murata Manufacturing Co.","Murata Manufacturing Co","Murata Manufacturing Co",23,"Murata Manufacturing - Official Site",36,NA,"murata.com/",23,1,2,0,0,5,859,1,1,0,2,67652,"FirmSize.LARGE_FIRM",0,1977,5331,20,1.01350590883512,1.05263157894737,2.40930407053086,3.73684210526316
"Musco Corporation","Musco","Musco",5,"Musco Lighting - Official Site",30,NA,"musco.com/",21,1,1,0,0,5,860,1,0,0,1,633,"FirmSize.LARGE_FIRM",0,1986,222,1,1.01801801801802,1,2.46846846846847,3
"mVerify Corporation","mVerify","mVerify",7,"numverify API | Free Phone Number Validation & Lookup API",57,NA,"numverify.com/",22,1,1,0,0,5,1487,1,0,0,1,4,"FirmSize.MICRO_FIRM",1,1976,358,2,1.00558659217877,1,2.22346368715084,1.5
"Nalco Company","Nalco Company","Nalco Company",13,"Reinventing the Way Water is Managed - ecolab.com",49,NA,"ecolab.com/nalco-water",34,1,0,0,0,5,875,0,1,1,2,48400,"FirmSize.LARGE_FIRM",0,1986,386,2,1.01295336787565,1,2.89119170984456,3
"Nanao Corporation","Nanao","Nanao",5,"Nanao Ise | Bleach Wiki | FANDOM powered by Wikia",49,1,"",38,2,1,0,0,0,876,1,0,0,1,0,"FirmSize.UNDEFINED",1,1986,17,1,1.05882352941176,1,3.23529411764706,4
"NANO CELL SYSTEMS","NANO CELL SYSTEMS","NANO CELL SYSTEMS",17,"Nanolite Systems  Zhang Research Group",38,NA,"nanocellsystems.com",27,3,2,0,0,0,861,1,0,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,2,2
"Nano Technics Company Ltd","Nano Technics Company","Nano Technics Company",21,"Nano Technics Co Ltd: Company Profile - Bloomberg",49,1,"",74,1,3,0,0,1,877,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,2014,2,1,2,2,4,4
"NANOBIO CORPORATION","NANOBIO","NANOBIO",7,"BlueWillow - Official Site",26,NA,"bluewillow.com/",26,1,0,0,0,5,862,1,0,0,1,33,"FirmSize.SMALL_FIRM",1,2010,10,1,1,1,4.3,4
"Nanoco Technologies","Nanoco Technologies","Nanoco Technologies",19,"Nanoco - Official Site",22,NA,"nanocotechnologies.com/",34,1,1,0,0,5,883,1,1,0,2,105,"FirmSize.EU_MEDIUM_FIRM",1,2009,49,16,1,1.06666666666667,3.10204081632653,3.93333333333333
"nanoComposix","nanoComposix","nanoComposix",12,"nanoComposix  Precisely engineered, highly characterized",56,NA,"nanocomposix.com/",25,1,1,0,0,5,1490,1,0,0,1,40,"FirmSize.SMALL_FIRM",1,2014,5,3,1.4,1.66666666666667,3.2,3.66666666666667
"Nanocopocia","Nanocopocia","Nanocopocia",11,"Nanocopoeia",11,NA,"nanocopoeia.com/",24,1,0,0,0,5,884,1,0,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,2,2
"NanoGram Corporation","NanoGram","NanoGram",8,"Nanogram - definition of nanogram by The Free Dictionary",56,1,"nanogram.com",42,1,1,0,0,1,878,1,1,0,2,38,"FirmSize.SMALL_FIRM",1,1999,84,7,1,1.4,3.55952380952381,3.2
"Nanoholdings","Nanoholdings","Nanoholdings",12,"nH2 - We invent and commercialise",33,NA,"nh2.com/",20,1,0,1,0,5,885,1,0,0,1,18,"FirmSize.SMALL_FIRM",1,2013,10,2,2,2,3.5,4
"NanoLab","NanoLab","NanoLab",7,"Marvell Nanofabrication Laboratory",34,1,"nano-lab.com/",29,1,0,1,0,5,879,1,0,0,1,0,"FirmSize.UNDEFINED",1,2002,17,1,1.11764705882353,1,2,2
"NanoMech","NanoMech","NanoMech",8,"NanoMech Inc. - Official Site",29,NA,"nanomech.com/",24,1,1,0,0,5,880,1,0,0,1,34,"FirmSize.SMALL_FIRM",1,2008,27,8,1.40740740740741,1.375,3.55555555555556,3.375
"Nanomix","Nanomix","Nanomix",7,"Nanmix - Breakthrough Detection Solutions with the ...",54,NA,"nano.com/",20,1,0,0,0,5,886,1,0,0,1,31,"FirmSize.SMALL_FIRM",1,2004,40,1,1.05,1,4.675,3
"NanoOncology","NanoOncology","NanoOncology",12,"NanoOncology - International Institute for Nanotechnology",57,NA,"iinano.org/nanooncology",35,1,1,0,0,5,881,1,0,1,2,6,"FirmSize.MICRO_FIRM",1,2016,1,2,1,2,3,6
"NANOPHARMACEUTICALS LLC","NANOPHARMACEUTICALS","NANOPHARMACEUTICALS",19,"Home - Nanopharmaceuticals | Nano Pharmaceuticals",49,1,"",36,2,1,0,0,0,863,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,2014,8,2,1,1,3,3.5
"NANOPHTHALMICS","NANOPHTHALMICS","NANOPHTHALMICS",14,"NanoHome - nanophthalmics.com",29,NA,"nanophthalmics.com/",30,1,1,0,0,5,864,1,0,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,5,5
"Nanoquantum Sciences","Nanoquantum Sciences","Nanoquantum Sciences",20,"NanoQuantum: Home",17,NA,"nanoquantum.com/",23,1,1,0,0,5,887,0,0,1,1,3,"FirmSize.MICRO_FIRM",1,2014,5,1,1,1,3,3
"Nanoridge Materials","Nanoridge Materials","Nanoridge Materials",19,"NanoRidge",9,NA,"nanoridge.com/",21,1,1,0,0,5,888,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2011,4,1,1,1,3.25,4
"Nanospectra Biosciences","Nanospectra Biosciences","Nanospectra Biosciences",23,"nanospectra",11,NA,"nanospectra.com/",28,1,1,0,0,5,889,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,2008,3,1,1.33333333333333,2,3.33333333333333,4
"Nanostatics Corporation","Nanostatics","Nanostatics",11,"NanoStatics Corporation Announces New CEO - PR Newswire",55,1,"",97,1,1,0,0,0,890,1,0,0,1,4,"FirmSize.MICRO_FIRM",1,2009,4,1,1,1,2.5,3
"Nanosys","Nanosys","Nanosys",7,"Nanosys - Official Site",23,NA,"nanosysinc.com/",26,1,1,0,0,5,891,1,0,0,1,160,"FirmSize.EU_MEDIUM_FIRM",1,1976,163,1,1.03067484662577,1,4.26380368098159,4
"Nanotech Biomachines","Nanotech Biomachines","Nanotech Biomachines",20,"Nanotechbio - Official Site",27,NA,"nanotechbio.com/",28,1,1,0,0,5,892,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2016,2,2,1,1,2,2
"NanoTech Lubricants","NanoTech Lubricants","NanoTech Lubricants",19,"NanoTech Lubricants, LLC nano diamond oil additives Home",56,NA,"nanotechlubricantsinc.com/Home.html",42,1,2,0,0,4,882,1,0,0,1,30,"FirmSize.SMALL_FIRM",1,2017,1,1,1,1,3,3
"Nanotek Instruments","Nanotek Instruments","Nanotek Instruments",19,"Nanotek Instruments",19,NA,"nanotekinstruments.com/",30,1,2,0,0,5,893,1,1,0,2,4,"FirmSize.MICRO_FIRM",1,1999,155,17,1,1.0625,3.01290322580645,3.5625
"Nant Holdings IP","Nant Holdings IP","Nant Holdings IP",16,"Nant Holdings Ip, LLC in Los Angeles CA - Company Profile",57,1,"",89,1,3,0,0,0,894,0,0,1,1,80,"FirmSize.EU_MEDIUM_FIRM",1,2012,162,1,1,1,2.26543209876543,6
"Nantero","Nantero","Nantero",7,"Nantero NRAM - Memory technology that is incredibly fast!",57,NA,"nantero.com/",19,1,1,0,0,5,895,1,0,0,1,67,"FirmSize.EU_MEDIUM_FIRM",1,1990,245,4,1.04897959183673,1,3.60408163265306,4.5
"Narsys","Narsys","Narsys",6,"NarSys Tech",6,1,"http://www.narsystech.com/",23,2,0,0,0,3,896,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,NA,NA,NA,NA
"National Education Corporation","National Education","National Education",18,"National Education",18,NA,"nationaleducation.com/",33,1,2,0,0,5,897,0,1,0,1,2700,"FirmSize.LARGE_FIRM",0,2000,4,1,1,1,3.5,2
"Nationwide Children's Hospital","Nationwide Children's Hospital","Nationwide Children's Hospital",30,"Nationwide Children's Hospital - Official Site",46,NA,"nationwidechildrens.org/",36,1,4,0,0,1,898,0,0,1,1,11500,"FirmSize.LARGE_FIRM",0,2009,40,1,1.35,1,2.9,4
"NCC Nano","NCC Nano","NCC Nano",8,"NovaCentrix - Enabling Printed Electronics Applications",55,NA,"novacentrix.com/",28,1,0,0,0,5,865,1,0,0,1,11754,"FirmSize.LARGE_FIRM",0,2010,17,1,1.05882352941176,1,3.23529411764706,8
"NEC Corporation","NEC","NEC",3,"NEC - Official Site",19,NA,"nec.com/",20,1,1,0,0,5,866,1,1,0,2,100914,"FirmSize.LARGE_FIRM",0,1977,26979,13,1.05003891915935,1.15384615384615,1.66391133516198,2.76923076923077
"Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO","Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO","Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO",75,"TNO - innovation for life | TNO",31,NA,"tno.nl/en/",22,1,1,0,0,3,899,1,0,0,1,3892,"FirmSize.LARGE_FIRM",0,1976,534,1,1.15543071161049,1,2.73358348968105,3
"NeoPhotonics Corporation","NeoPhotonics","NeoPhotonics",12,"100G Optical Components, Photonic Integrated Circuits",53,NA,"neophotonics.com/",29,1,0,0,0,5,900,1,0,0,1,1783,"FirmSize.LARGE_FIRM",0,2005,57,1,1,1,3.7719298245614,1
"NeoVision LLC","NeoVision","NeoVision",9,"NEOVision Group | Optometrist, Eye Doctor, Ophthalmologist ...",62,NA,"neovisiongroup.com/",31,1,1,0,0,5,901,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,1995,10,1,1,1,1.6,2
"Nestec S. A.","Nestec S A","Nestec S A",10,"Home | Nestl Global",19,NA,"nestle.com/",23,2,2,0,0,3,902,1,1,0,2,114,"FirmSize.EU_MEDIUM_FIRM",1,1985,2132,2,1.01454033771107,1,2.90103189493433,3
"NetApp","NetApp","NetApp",6,"NetApp - Official Site",22,NA,"netapp.com/us/index.aspx",36,1,1,0,0,2,903,1,0,1,2,11816,"FirmSize.LARGE_FIRM",0,2008,1502,5,1,1,2.77829560585886,2.6
"Neumedicines","Neumedicines","Neumedicines",12,"Neumedicines",12,NA,"neumedicines.com/",28,1,1,0,0,5,905,0,0,1,1,13,"FirmSize.SMALL_FIRM",1,2014,7,1,1,1,1.14285714285714,1
"NeuMoDx Molecular","NeuMoDx Molecular","NeuMoDx Molecular",17,"NeuMoDx - Official Site",23,NA,"neumodx.com/",23,1,1,0,0,5,904,0,0,1,1,59,"FirmSize.EU_MEDIUM_FIRM",1,2015,13,2,1,1,2.84615384615385,4
"Neural Signals","Neural Signals","Neural Signals",14,"Neural Signals, Inc. | Thinking outside the box.",48,NA,"neuralsignals.com/",29,1,2,0,0,5,906,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2007,3,1,1,1,1.33333333333333,2
"Neutronic Perpetual Innovations","Neutronic Perpetual Innovations","Neutronic Perpetual Innovations",31,"NPI Mobile - Smart Reflective Architecture",42,NA,"npimobile.com/",25,10,0,0,0,1,907,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2013,3,1,1,1,1,1
"New England Biolabs","New England Biolabs","New England Biolabs",19,"NEB - Official Site",19,NA,"neb.com/",20,1,0,0,0,5,908,0,0,1,1,490,"FirmSize.US_MEDIUM_FIRM",1,1990,252,2,1.03174603174603,1,2.98809523809524,4.5
"New Technology Ventures","New Technology Ventures","New Technology Ventures",23,"New Technology Ventures",23,NA,"newtechvc.com/",26,1,3,0,0,5,909,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2010,5,1,1,1,1.6,2
"Newdoll Enterprises LLC","Newdoll Enterprises","Newdoll Enterprises",19,"Newhold Enterprises - A Long-term Approach to Value Creation",60,NA,"newholdllc.com/",22,1,1,0,0,5,910,0,1,0,1,1,"FirmSize.MICRO_FIRM",1,2010,5,1,1,1,2,2
"NEWFIELD THERAPEUTICS CORPORATION","NEWFIELD THERAPEUTICS","NEWFIELD THERAPEUTICS",21,"Newfield Therapeutics Corporation",33,NA,"newfieldthera.com/",26,1,2,0,0,5,867,0,0,1,1,1010,"FirmSize.LARGE_FIRM",0,2016,1,1,1,1,3,3
"Newlans","Newlans","Newlans",7,"Newlans Broadband Analog CMOS",29,NA,"newlans.com/",23,1,1,0,0,5,911,1,0,0,1,197,"FirmSize.EU_MEDIUM_FIRM",1,2012,14,1,1.07142857142857,1,2,4
"Newport Corporation","Newport","Newport",7,"Newport - Photonics Solutions for Extending the Frontiers ...",61,NA,"newport.com/",24,1,1,0,0,5,912,0,1,0,1,2480,"FirmSize.LARGE_FIRM",0,1984,118,1,1,1,2.06779661016949,4
"Nexcom Technology","Nexcom Technology","Nexcom Technology",17,"NEXCOM - Official Site",22,NA,"nexcom.com/",22,2,1,0,0,2,913,1,1,0,2,2485,"FirmSize.LARGE_FIRM",0,1993,50,4,1.06,1.25,1.98,3.5
"NGK Spark Plug Co.","NGK Spark Plug Co","NGK Spark Plug Co",17,"HOME [www.ngksparkplugs.com]",28,NA,"ngksparkplugs.com/",30,1,4,0,0,5,868,1,0,0,1,15322,"FirmSize.LARGE_FIRM",0,1976,2071,2,1.03476581361661,1,2.8932882665379,4
"NICHIA CORPORATION","NICHIA","NICHIA",6,"Nichiha Fiber Cement - Official Site",36,NA,"nichiha.com/",23,1,0,0,0,5,869,1,0,0,1,8600,"FirmSize.LARGE_FIRM",0,1981,1987,14,1.11524911927529,1,2.46904881731253,2.42857142857143
"Nikon Corporation","Nikon","Nikon",5,"Nikon - Official Site",21,NA,"nikon.com/",21,2,1,0,0,3,914,1,0,1,2,24047,"FirmSize.LARGE_FIRM",0,1982,7491,5,1.02469630222934,1,1.89747697236684,2.6
"Nippon Chemi-Con Corporation","Nippon Chemi-Con","Nippon Chemi-Con",16,"Nippon Chemi-Con Corporation",28,NA,"chemi-con.co.jp/e/index.html",39,1,3,0,0,4,915,1,1,0,2,6967,"FirmSize.LARGE_FIRM",0,1984,106,6,1.17924528301887,1.2,3.35849056603774,5.4
"Nippon Shokubai Co.","Nippon Shokubai Co","Nippon Shokubai Co",18,"NIPPON SHOKUBAI - ",18,NA,"shokubai.co.jp/en/",30,1,2,0,0,5,916,1,0,0,1,2335,"FirmSize.LARGE_FIRM",0,1976,1485,2,1.09158249158249,1.5,3.6976430976431,1
"Nissan Motor Co.","Nissan Motor Co","Nissan Motor Co",15,"Nissan Motor Corporation Global Website",39,NA,"nissan-global.com/EN/",33,1,3,0,0,5,917,1,0,0,1,68770,"FirmSize.LARGE_FIRM",0,1976,8327,3,1.14507025339258,1.33333333333333,2.60569300984867,5.33333333333333
"Nissan North America","Nissan North America","Nissan North America",20,"Corporate Information About Nissan | Nissan USA",47,NA,"nissanusa.com/about/corporate-information.html",58,1,1,0,0,3,918,1,0,0,1,35422,"FirmSize.LARGE_FIRM",0,2009,427,2,1.02341920374707,1,2.27400468384075,2.5
"nLIGHT Photonics Corporation","nLIGHT","nLIGHT",16,"nLight - Official Site",22,NA,"nlight.net/",18,1,1,0,0,5,1489,1,0,0,1,1000,"FirmSize.LARGE_FIRM",0,1997,29,1,1,1,2.55172413793103,3
"NLT TECHNOLOGIES","NLT TECHNOLOGIES","NLT TECHNOLOGIES",16,"Tianma Japan, Ltd.",18,NA,"tianma.co.jp/en/",28,1,0,0,0,5,870,1,0,0,1,71,"FirmSize.EU_MEDIUM_FIRM",1,1994,334,3,1.02994011976048,1,2.20658682634731,2.66666666666667
"NOK Corporation","NOK","NOK",3,"Nokia Corporation (NOK) - Yahoo Finance",39,1,"www.nok.co.jp/en/",35,1,1,1,0,2,871,1,0,0,1,43529,"FirmSize.LARGE_FIRM",0,1977,799,2,1.1514392991239,1,3.01376720901126,2.5
"Nokia Corporation","Nokia","Nokia",5,"Nokia Corporation",17,NA,"nokia.com/",21,1,1,0,0,5,919,1,0,0,1,172406,"FirmSize.LARGE_FIRM",0,1976,8361,1,1.00275086712116,1,2.24159789498864,3
"Nokia Technologies Oy","Nokia Technologies Oy","Nokia Technologies Oy",21,"Nokia Corporation",17,NA,"nokia.com/",21,2,1,0,0,4,920,1,1,0,2,172406,"FirmSize.LARGE_FIRM",0,1995,1522,4,1.00065703022339,1,2.76018396846255,3.75
"Nokomis","Nokomis","Nokomis",7,"Nokomis, Inc - Official Site",28,NA,"nokomisinc.com/",26,1,1,0,0,5,921,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,2009,16,2,1,1,1.75,2
"Nordic Technologies","Nordic Technologies","Nordic Technologies",19,"Nordic Technologies - We specialize in clean water",50,NA,"nordic-technologies.com/",31,1,2,0,0,5,922,0,1,0,1,1638,"FirmSize.LARGE_FIRM",0,1997,7,1,1,1,2.14285714285714,3
"Nordson Corporation","Nordson","Nordson",7,"Nordson - Official Site",23,NA,"nordson.com/",23,1,1,0,0,5,923,0,0,1,1,6000,"FirmSize.LARGE_FIRM",0,1976,1420,1,1,1,2.44647887323944,3
"Northrop Grumman Systems Corporation","Northrop Grumman Systems","Northrop Grumman Systems",24,"Northrop Grumman - Official Site",32,NA,"northropgrumman.com/",31,1,2,0,0,5,924,1,1,0,2,73982,"FirmSize.LARGE_FIRM",0,2004,524,10,1.02671755725191,1.1,2.79580152671756,4.1
"Northwest Biotherapeutics","Northwest Biotherapeutics","Northwest Biotherapeutics",25,"Northwest Biotherapeutics Home - Northwest Biotherapeutics",58,NA,"nwbio.com/",22,1,2,0,0,5,925,0,0,1,1,17,"FirmSize.SMALL_FIRM",1,1999,13,1,1,1,3.23076923076923,3
"NOVA Chemicals (International) S.A.","NOVA Chemicals (International) SA","NOVA Chemicals (International) SA",33,"NOVA Chemicals Home",19,NA,"novachem.com/pages/home.aspx",39,1,2,0,0,1,872,1,0,0,1,2800,"FirmSize.LARGE_FIRM",0,2000,187,3,1.01069518716578,1,3.79144385026738,5.33333333333333
"NOVA PANGAEA TECHNOLOGIES LIMITED","NOVA PANGAEA TECHNOLOGIES LIMITED","NOVA PANGAEA TECHNOLOGIES LIMITED",33,"Nova Pangaea - Converting Biomass Waste into Fuel and ...",57,NA,"novapangaea.com/",28,1,2,0,0,2,873,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,2014,2,1,1,1,1,1
"Nova Technologies","Nova Technologies","Nova Technologies",17,"NOVA TECHNOLOGIES - Official Site",33,NA,"novatechnologies.com/",33,1,2,0,0,5,926,1,0,0,1,145,"FirmSize.EU_MEDIUM_FIRM",1,1987,78,1,1,1,2,1
"Novartis AG","Novartis AG","Novartis AG",11,"Novartis - Official Site",24,NA,"novartis.com/",25,1,1,0,0,5,928,1,1,1,3,125000,"FirmSize.LARGE_FIRM",0,1997,2837,9,1.06802960874163,1.33333333333333,4.11772999647515,3.44444444444444
"NovaSolix","NovaSolix","NovaSolix",9,"NOVASOLIX",9,NA,"novasolix.com/",25,1,1,0,0,5,927,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,2015,2,1,1,1,1,1
"Novellus Systems","Novellus Systems","Novellus Systems",16,"Lam Research - Official Site",28,NA,"lamresearch.com/",28,1,0,0,0,5,929,1,0,0,1,9400,"FirmSize.LARGE_FIRM",0,1992,913,5,1.01752464403067,1,3.69112814895947,1.8
"Novon","Novon","Novon",5,"Novon Company, Inc. Dynamic Mixers",34,NA,"novon.com/",21,1,1,0,0,5,930,0,1,1,2,42682,"FirmSize.LARGE_FIRM",0,1984,32,2,1.1875,1.5,2.40625,4
