"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","num_patents_all","pages","num_words","avg_words_per_page","first_year","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Intermolecular","Intermolecular","Intermolecular",14,"Intermolecular - IMI | Home",27,NA,"intermolecular.com/",27,1,1,0,0,5,677,1,1,0,2,135,"FirmSize.EU_MEDIUM_FIRM",1,719,31,102855,3317.90322580645,2007,9,1.33240611961057,1.33333333333333,3.52433936022253,4.33333333333333
"Carver Scientific","Carver Scientific","Carver Scientific",17,"Carver Scientific",17,NA,"carversci.com/",25,1,2,0,0,5,293,1,0,0,1,130,"FirmSize.EU_MEDIUM_FIRM",1,10,5,6927,1385.4,1997,3,1,1,2.2,1.66666666666667
"Surebeam Corporation","Surebeam","Surebeam",8,"SureBeam Middle East .:. Home",29,NA,"smebeam.com/",23,1,1,0,0,5,1275,0,1,0,1,130,"FirmSize.EU_MEDIUM_FIRM",1,95,5,11051,2210.2,1984,1,1.01052631578947,1,2.58947368421053,1
"TRI ALPHA ENERGY","TRI ALPHA ENERGY","TRI ALPHA ENERGY",16,"TAE Technologies - Clean, Safe, Abundant Fusion Energy",54,NA,"tae.com/",16,1,1,0,0,5,1301,1,0,0,1,130,"FirmSize.EU_MEDIUM_FIRM",1,3,26,164417,6323.73076923077,2016,2,1,1,4.66666666666667,2
"Genomatica","Genomatica","Genomatica",10,"Genomatica - Official Site",26,NA,"genomatica.com/",27,1,1,1,0,5,552,0,1,1,2,129,"FirmSize.EU_MEDIUM_FIRM",1,82,11,82208,7473.45454545455,2010,5,1.01219512195122,1.2,4.03658536585366,5
"Kala Pharmaceuticals","Kala Pharmaceuticals","Kala Pharmaceuticals",20,"kalarx.com - Kala Pharmaceuticals",33,NA,"kalarx.com/",19,1,2,0,0,5,718,1,0,0,1,129,"FirmSize.EU_MEDIUM_FIRM",1,19,8,44285,5535.625,2003,5,1.10526315789474,1,4.47368421052632,4
"Algenol Biotech LLC","Algenol Biotech","Algenol Biotech",15,"Algenol - Official Site",23,NA,"algenol.com/",19,1,1,0,0,5,92,0,0,1,1,127,"FirmSize.EU_MEDIUM_FIRM",1,18,4,24878,6219.5,2015,6,1.11111111111111,1,5.05555555555556,5.16666666666667
"Centre de Recherche Industrielle du Quebec","Centre de Recherche Industrielle du Quebec","Centre de Recherche Industrielle du Quebec",42,"Soutien au dveloppement de produits | Soutien  l ...",52,NA,"criq.qc.ca/fr/",26,1,2,0,0,3,302,0,1,0,1,125,"FirmSize.EU_MEDIUM_FIRM",1,74,67,568797,8489.50746268657,1976,2,1.02702702702703,2,2.64864864864865,5
"TerraVia Holdings","TerraVia Holdings","TerraVia Holdings",17,"TerraVia - Official Site",24,NA,"terravia.com/",20,1,1,0,0,5,1323,0,1,1,2,124,"FirmSize.EU_MEDIUM_FIRM",1,14,2,15017,7508.5,2016,2,1,1,5,5.5
"Everspin Technologies","Everspin Technologies","Everspin Technologies",21,"Everspin Technologies - Official Site",37,NA,"everspin.com/",24,1,2,1,0,5,467,1,1,0,2,121,"FirmSize.EU_MEDIUM_FIRM",1,188,46,218120,4741.73913043478,2008,5,1.00531914893617,1.25,3.22872340425532,4.75
"ADASA INC.","ADASA","ADASA",5,"adasa.com - Buy Long & Short Evening Dresses For Prom ...",57,NA,"adasa.com/",18,1,1,0,0,5,13,1,0,0,1,120,"FirmSize.EU_MEDIUM_FIRM",1,8,86,6545432,76109.6744186047,2002,1,1,1,1.625,3
"Cellular Research","Cellular Research","Cellular Research",17,"Cellular Research Institute - Homepage",38,NA,"cellularresearchinstitute.com/",42,1,2,0,0,4,301,1,0,0,1,120,"FirmSize.EU_MEDIUM_FIRM",1,11,7,19834,2833.42857142857,2014,2,1,1,3.63636363636364,2
"GOAL ZERO LLC","GOAL ZERO","GOAL ZERO",9,"Goal Zero - Official Site",25,NA,"goalzero.com/",25,1,2,0,0,5,530,0,1,0,1,120,"FirmSize.EU_MEDIUM_FIRM",1,30,48,323802,6745.875,2009,1,1,1,4.03333333333333,9
"Materia","Materia","Materia",7,"Materia Inc - Official Site",27,NA,"materia-inc.com/",27,1,1,1,0,5,810,0,0,1,1,120,"FirmSize.EU_MEDIUM_FIRM",1,33,31,143429,4626.74193548387,1977,1,1.21212121212121,1,3.42424242424242,4
"Cardiva Medical","Cardiva Medical","Cardiva Medical",15,"Home | Cardiva Medical, Inc.",28,NA,"cardivamedical.com/",31,1,2,0,0,5,288,0,0,1,1,119,"FirmSize.EU_MEDIUM_FIRM",1,16,25,116640,4665.6,2008,1,1,1,1.8125,2
"Daylight Solutions","Daylight Solutions","Daylight Solutions",18,"Daylight Solutions - Official Site",34,NA,"daylightsolutions.com/",34,1,2,0,0,5,383,1,0,0,1,118,"FirmSize.EU_MEDIUM_FIRM",1,36,57,531123,9317.94736842105,2008,1,1,1,2.69444444444444,2
"Kinestral Technologies","Kinestral Technologies","Kinestral Technologies",22,"Kinestral - Official Site",25,NA,"kinestral.com/",26,1,1,0,0,5,731,1,0,0,1,114,"FirmSize.EU_MEDIUM_FIRM",1,20,5,17190,3438,2014,1,1,1,4.75,2
"Nestec S. A.","Nestec S A","Nestec S A",10,"Home | Nestl Global",19,NA,"nestle.com/",23,2,2,0,0,3,902,1,1,0,2,114,"FirmSize.EU_MEDIUM_FIRM",1,2132,NA,NA,NA,1985,2,1.01454033771107,1,2.90103189493433,3
"Semiconductor Manufacturing International (Shanghai) Corporation","Semiconductor Manufacturing (Shanghai)","Semiconductor Manufacturing (Shanghai)",38,"Semiconductor Manufacturing International (Shanghai ...",55,1,"",81,2,3,0,0,0,1171,1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,983,NA,NA,NA,2004,16,1.20447609359105,1.125,2.08443540183113,2.0625
"Tessera","Tessera","Tessera",7,"Tessera Home Simple - Tessera",29,NA,"tessera.com/",24,1,1,0,0,5,1326,1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,740,NA,NA,NA,1980,2,1.00810810810811,1,2.82837837837838,2.5
"Tessera Advanced Technologies","Tessera Advanced Technologies","Tessera Advanced Technologies",29,"Tessera Home Simple - Tessera",29,NA,"tessera.com/",24,1,1,0,0,5,1327,1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,11,NA,NA,NA,2014,1,1,1,3.81818181818182,5
"ASCENT SOLAR TECHNOLOGIES","ASCENT SOLAR TECHNOLOGIES","ASCENT SOLAR TECHNOLOGIES",25,"Ascent Solar - Official Site",28,NA,"ascentsolar.com/",27,1,2,0,0,5,34,0,1,0,1,111,"FirmSize.EU_MEDIUM_FIRM",1,19,32,170688,5334,2007,1,1.05263157894737,1,3.15789473684211,3
"BASF Enzymes LLC","BASF Enzymes","BASF Enzymes",12,"Enzymes - BASF",14,NA,"enzymes.basf.com/",24,1,2,0,0,5,177,0,0,1,1,111,"FirmSize.EU_MEDIUM_FIRM",1,15,20,167856,8392.8,2015,1,1.06666666666667,1,6,6
"GED Intergrated Solution","GED Intergrated Solution","GED Intergrated Solution",24,"GEDUSA - Official Site",22,NA,"gedusa.com/",22,1,1,0,0,5,519,1,0,0,1,111,"FirmSize.EU_MEDIUM_FIRM",1,47,98,726933,7417.68367346939,2005,1,1,1,2.8936170212766,5
"Uniseal Solutions Inc.","Uniseal Solutions","Uniseal Solutions",17,"UniSeal Solutions, Intrinsic Material Technology",48,NA,"unisealsolutions.com/",32,1,2,0,0,5,1400,0,0,1,1,111,"FirmSize.EU_MEDIUM_FIRM",1,2,4,23357,5839.25,2015,1,1,1,1,1
"Triple Ring Technologies","Triple Ring Technologies","Triple Ring Technologies",24,"Triple Ring Tech - Official Site",32,NA,"tripleringtech.com/",30,1,2,0,0,5,1375,1,0,0,1,109,"FirmSize.EU_MEDIUM_FIRM",1,28,20,210889,10544.45,2011,1,1.10714285714286,1,2.92857142857143,2
"Elwha LLC","Elwha","Elwha",5,"Lower Elwha Klallam Tribe",25,NA,"elwha.org/",22,2,1,0,0,3,449,1,0,0,1,108,"FirmSize.EU_MEDIUM_FIRM",1,676,46,255721,5559.15217391304,2013,2,1,1,7.70710059171598,6.5
"SELMAN AND ASSOCIATES","SELMAN AND ASSOCIATES","SELMAN AND ASSOCIATES",21,"(Mud Logging Home) - Selman & Associates, Ltd. Geological ...",61,NA,"selmanlog.com/",22,1,2,0,0,5,1116,0,1,0,1,107,"FirmSize.EU_MEDIUM_FIRM",1,29,1,7429,7429,2010,3,1,1,2.51724137931034,2
"Swift Engineering","Swift Engineering","Swift Engineering",17,"Swift Engineering - Official Site",33,NA,"swiftengineering.com/",29,1,2,0,0,5,1279,0,1,0,1,107,"FirmSize.EU_MEDIUM_FIRM",1,4,10,69798,6979.8,2005,1,1,1,3.5,1
"Intellectual Keystone Technology LLC","Intellectual Keystone Technology","Intellectual Keystone Technology",32,"Intellectual Keystone Technology - McLean, VA",45,NA,"ikt.us.com/",18,1,3,0,0,5,673,1,1,0,2,106,"FirmSize.EU_MEDIUM_FIRM",1,6,NA,NA,NA,2014,3,1,1.5,4.16666666666667,11
"Sila Nanotechnologies","Sila Nanotechnologies","Sila Nanotechnologies",21,"Sila Nanotechnologies - Official Site",37,NA,"silanano.com/",21,1,2,0,0,5,1200,1,0,0,1,106,"FirmSize.EU_MEDIUM_FIRM",1,5,10,33647,3364.7,2014,1,1.6,2,4,4
"DCG SYSTEMS","DCG SYSTEMS","DCG SYSTEMS",11,"DCG Systems, Inc.: Private Company Information - Bloomberg",58,1,"",81,2,2,0,0,0,366,1,0,0,1,105,"FirmSize.EU_MEDIUM_FIRM",1,497,NA,NA,NA,1978,1,1.00804828973843,1,3.15492957746479,5
"Nanoco Technologies","Nanoco Technologies","Nanoco Technologies",19,"Nanoco - Official Site",22,NA,"nanocotechnologies.com/",34,1,1,0,0,5,883,1,1,0,2,105,"FirmSize.EU_MEDIUM_FIRM",1,49,68,279247,4106.57352941176,2009,16,1,1.06666666666667,3.10204081632653,3.93333333333333
"Ostendo Technologies","Ostendo Technologies","Ostendo Technologies",20,"Ostendo",7,NA,"ostendo.com/",19,1,1,0,0,4,963,1,0,0,1,105,"FirmSize.EU_MEDIUM_FIRM",1,38,NA,NA,NA,1998,2,1,1,4.31578947368421,4.5
"Phoseon Technology","Phoseon Technology","Phoseon Technology",18,"Phoseon Technology - Official Site",34,NA,"phoseon.com/",24,1,2,0,0,5,1005,1,0,0,1,105,"FirmSize.EU_MEDIUM_FIRM",1,67,78,530532,6801.69230769231,2006,3,1,1,1.83582089552239,2.33333333333333
"Cheil Industries","Cheil Industries","Cheil Industries",16,"Cheil Industries Inc.: Private Company Information - Bloomberg",62,1,"",79,2,2,0,1,0,307,1,1,0,2,103,"FirmSize.EU_MEDIUM_FIRM",1,771,NA,NA,NA,1976,19,1.06874189364462,1,4.76134889753567,5.52631578947368
"Cool Planet Energy Systems","Cool Planet Energy Systems","Cool Planet Energy Systems",26,"Cool Planet - Official Site",27,NA,"coolplanet.com/",27,1,2,0,0,5,341,0,1,0,1,103,"FirmSize.EU_MEDIUM_FIRM",1,13,33,276180,8369.09090909091,2013,8,1,1,2.46153846153846,2.5
"PLEX LLC","PLEX","PLEX",4,"Plex - Official Site",20,NA,"plex.tv/",20,1,1,0,0,5,970,1,0,0,1,102,"FirmSize.EU_MEDIUM_FIRM",1,27,24,440508,18354.5,2000,1,1,1,1.74074074074074,1
"Englewood Lab","Englewood Lab","Englewood Lab",13,"Englewood LAB | Innovation and Manufacturing",44,NA,"englewoodlab.com/",24,1,2,0,0,5,456,1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,2,14,34506,2464.71428571429,2016,2,1,1,2,2
"Express Imaging Systems","Express Imaging Systems","Express Imaging Systems",23,"Express Imaging Services - Medical Record Retrieval",51,NA,"eiscallcenter.com/",30,1,2,0,0,5,472,0,1,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,41,8,26348,3293.5,2012,2,1,1,1.51219512195122,1
"Kashiv Pharma","Kashiv Pharma","Kashiv Pharma",13,"Kashiv Pharma - Official Site",29,NA,"kashivpharma.com/",29,1,2,0,0,5,725,1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,2,24,60680,2528.33333333333,2016,1,1,1,4,5
"Oceanit Laboratories","Oceanit Laboratories","Oceanit Laboratories",20,"Oceanit - Official Site",23,NA,"oceanit.com/",24,1,1,0,1,5,947,1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,36,64,353484,5523.1875,1996,1,1,1,2.5,2
"Production Resource Group","Production Resource Group LLC","Production Resource Group",25,"PRG Worldwide Entertainment Technology Solutions",48,NA,"prg.com/",20,1,0,0,0,5,1033,0,0,0,0,100,"FirmSize.EU_MEDIUM_FIRM",1,167,82,1112245,13563.9634146341,2002,1,1,1,1.65269461077844,1
"Simbol Inc.","Simbol","Simbol",6,"Symbols.com",11,NA,"symbols.com/",24,2,0,0,0,3,1208,0,1,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,20,133,783465,5890.71428571429,2013,1,1,1,2.45,4
"T.H.E.M.","THEM","THEM",4,"Them! (1954) - IMDb",19,1,"them.net/",37,1,1,0,0,2,1288,0,0,1,1,100,"FirmSize.EU_MEDIUM_FIRM",1,136,24,92600,3858.33333333333,1977,1,1.01470588235294,1,2.31617647058824,1
"OPTERRA ENERGY SERVICES","OPTERRA ENERGY SERVICES","OPTERRA ENERGY SERVICES",23,"ENGIE Services U.S. - Customized Sustainable Energy Solutions",61,NA,"engieservices.us/",25,1,2,0,0,5,944,0,1,0,1,97,"FirmSize.EU_MEDIUM_FIRM",1,5,24,873333,36388.875,2015,1,1,1,1.8,1
"Sigmatel","Sigmatel","Sigmatel",8,"SigmaTel High Definition Audio CODEC - Free download and ...",60,1,"",86,1,1,0,0,0,1199,1,0,0,1,97,"FirmSize.EU_MEDIUM_FIRM",1,242,NA,NA,NA,1981,1,1.01239669421488,1,1.78512396694215,3
"BASF Plant Science GmbH","BASF Plant Science","BASF Plant Science",18,"Agriculture",11,NA,"agriculture.basf.com/us/en.html",39,1,0,0,0,5,178,0,0,1,1,95,"FirmSize.EU_MEDIUM_FIRM",1,217,2,16004,8002,2001,2,1.07373271889401,1,4.16129032258065,6.5
"kSep Systems","kSep Systems","kSep Systems",12,"kSep systems - sartorius.com",28,1,"",112,1,2,0,0,0,1486,0,0,1,1,95,"FirmSize.EU_MEDIUM_FIRM",1,1,NA,NA,NA,2016,1,1,1,5,5
"SB ENERGY","SB ENERGY","SB ENERGY",9,"Energy | SoftBank",17,NA,"softbank.jp/en/energy/",34,1,1,0,0,5,1110,0,1,0,1,94,"FirmSize.EU_MEDIUM_FIRM",1,1,27,82348,3049.92592592593,2016,1,1,1,3,3
"Alcotek","Alcotek","Alcotek",7,"Home - Alcotek",14,NA,"alcotek.com/",20,1,1,0,0,5,89,0,1,0,1,90,"FirmSize.EU_MEDIUM_FIRM",1,57,2,7271,3635.5,1982,1,1.07017543859649,1,2.2280701754386,2
"IMRA America","IMRA America","IMRA America",12,"IMRA America, Inc. - Official Site",34,NA,"imra.com/",21,1,2,0,0,5,637,1,0,0,1,90,"FirmSize.EU_MEDIUM_FIRM",1,263,31,2065042,66614.2580645161,1992,2,1.04182509505703,2,3.01908396946565,7
"King Electric Vehicles Inc.","King Electric Vehicles","King Electric Vehicles",22,"The King of Electric Vehicles",29,NA,"https://king-electric.com/",53,1,3,0,0,2,733,0,1,0,1,90,"FirmSize.EU_MEDIUM_FIRM",1,1,74,340766,4604.94594594595,2017,1,1,1,1,1
"Renewable Algal Energy","Renewable Algal Energy","Renewable Algal Energy",22,"RAE :: Home",11,NA,"rae-energy.com/",26,1,0,0,0,5,1071,0,1,0,1,90,"FirmSize.EU_MEDIUM_FIRM",1,4,12,54573,4547.75,2012,1,1.75,1,3,3
"VEECO PRECISION SURFACE PROCESSING LLC","VEECO PRECISION SURFACE PROCESSING","VEECO PRECISION SURFACE PROCESSING",34,"Precision Surface Processing Systems - Veeco",44,1,"veeco.com/technologies-and-products/precision-surface-processing-systems",83,1,4,0,0,0,1409,1,0,0,1,90,"FirmSize.EU_MEDIUM_FIRM",1,4,60,237267,3954.45,2016,1,1,1,4.5,5
"Gardner-Gibson","Gardner-Gibson","Gardner-Gibson",14,"Gardner-Gibson, Inc: Protection from the Elements",49,NA,"gardner-gibson.com/",27,1,2,0,0,5,543,0,0,1,1,89,"FirmSize.EU_MEDIUM_FIRM",1,2,14,134444,9603.14285714286,2016,1,1,1,3.5,3
"BioNano Genomics","BioNano Genomics","BioNano Genomics",16,"Bionano Genomics | Genome Mapping Reveals True Genome ...",57,NA,"bionanogenomics.com/",28,1,2,0,0,5,218,1,0,0,1,88,"FirmSize.EU_MEDIUM_FIRM",1,8,39,287212,7364.41025641026,2014,1,1,1,4.375,4
"Biosphere Medical","Biosphere Medical","Biosphere Medical",17,"Embolotherapy - Merit Medical",29,1,"merit.com/interventional-oncology-spine/embolotherapy/",66,1,1,0,1,2,225,0,0,1,1,88,"FirmSize.EU_MEDIUM_FIRM",1,29,73,1655351,22676.0410958904,2002,1,1,1,2.10344827586207,2
"bioTheranostics","bioTheranostics","bioTheranostics",15,"Biotheranostics - Official Site",31,NA,"biotheranostics.com/",31,1,1,0,0,5,1479,0,0,1,1,88,"FirmSize.EU_MEDIUM_FIRM",1,4,21,77176,3675.04761904762,2009,1,1.5,2,2.75,3
"Applied Genetic Technologies Corporation","Applied Genetic Technologies","Applied Genetic Technologies",28,"AGTC - Official Site",20,NA,"agtc.com/",17,1,0,0,0,5,129,0,0,1,1,87,"FirmSize.EU_MEDIUM_FIRM",1,5,24,273464,11394.3333333333,2005,1,1,1,1.4,2
"Calient Technologies","Calient Technologies","Calient Technologies",20,"CALIENT - Official Site",23,NA,"calient.net/",24,1,1,0,0,5,277,1,0,0,1,86,"FirmSize.EU_MEDIUM_FIRM",1,35,39,180069,4617.15384615385,2012,1,1,1,2.14285714285714,1
"Mainstream Engineering Corp.","Mainstream Engineering Corp","Mainstream Engineering Corp",27,"Mainstream Engineering Corporation - Official Site",50,NA,"mainstream-engr.com/",32,1,3,0,0,4,802,1,0,0,1,86,"FirmSize.EU_MEDIUM_FIRM",1,85,22,262780,11944.5454545455,1989,1,1.01176470588235,1,2.77647058823529,3
"Poly-Med","Poly-Med","Poly-Med",8,"Poly-Med, inc - Leaders in absorbable polymers",46,NA,"poly-med.com/",20,1,2,0,0,5,1021,1,0,1,2,86,"FirmSize.EU_MEDIUM_FIRM",1,133,14,81458,5818.42857142857,1976,3,1.00751879699248,1,2.13533834586466,2.66666666666667
"American Piledriving Equipment","American Piledriving Equipment","American Piledriving Equipment",30,"APE - Official Site",19,NA,"apevibro.com/",24,1,0,0,0,5,106,0,1,0,1,85,"FirmSize.EU_MEDIUM_FIRM",1,45,63,560833,8902.11111111111,1993,1,1,1,1.15555555555556,1
"SolarCity Corporation","SolarCity","SolarCity",9,"Solar Panels | Tesla",20,1,"tesla.com/solarpanels?energy_redirect=true",54,1,0,0,1,1,1227,1,1,0,2,85,"FirmSize.EU_MEDIUM_FIRM",1,110,66,971483,14719.4393939394,1982,27,1.00909090909091,1.21739130434783,2.70909090909091,4.17391304347826
"SolarReserve Technology","SolarReserve Technology","SolarReserve Technology",23,"Technology  SolarReserve",24,NA,"solarreserve.com/en/technology",42,1,2,0,0,5,1229,0,1,0,1,85,"FirmSize.EU_MEDIUM_FIRM",1,4,74,371893,5025.58108108108,2015,1,1,1,2,2
"SunLink Corporation","SunLink","SunLink",7,"SunLink - Official Site",23,NA,"sunlink.com/",20,1,1,0,0,5,1266,0,1,0,1,84,"FirmSize.EU_MEDIUM_FIRM",1,17,10,69602,6960.2,2003,1,1,1,3.47058823529412,2
"APPLIED STEMCELL","APPLIED STEMCELL","APPLIED STEMCELL",16,"Applied StemCell - CRISPR Service, Knock In Mice, CRISPR ...",60,NA,"appliedstemcell.com/",32,1,2,0,0,5,30,0,0,1,1,81,"FirmSize.EU_MEDIUM_FIRM",1,1,77,1988346,25822.6753246753,2016,1,1,1,2,2
"Canon Nanotechnologies","Canon Nanotechnologies","Canon Nanotechnologies",22,"Canon Nanotechnologies, together with Canon, is the market ...",62,NA,"cnt.canon.com/",21,1,2,0,0,5,284,1,0,0,1,80,"FirmSize.EU_MEDIUM_FIRM",1,26,18,61252,3402.88888888889,2014,2,1.73076923076923,1.5,3.57692307692308,4
"Nant Holdings IP","Nant Holdings IP","Nant Holdings IP",16,"Nant Holdings Ip, LLC in Los Angeles CA - Company Profile",57,1,"",89,1,3,0,0,0,894,0,0,1,1,80,"FirmSize.EU_MEDIUM_FIRM",1,162,NA,NA,NA,2012,1,1,1,2.26543209876543,6
"Graphene Technologies","Graphene Technologies","Graphene Technologies",21,"Graphene Technologies, Inc. | Graphene Technologies, Inc.",57,NA,"graphenetechnologies.com/",32,1,2,0,0,5,575,1,0,0,1,79,"FirmSize.EU_MEDIUM_FIRM",1,1,1,2670,2670,2016,1,1,1,4,4
"Siluria Technologies","Siluria Technologies","Siluria Technologies",20,"Siluria Technologies - Official Site",36,NA,"siluria.com/",19,1,2,0,0,5,1206,1,0,0,1,77,"FirmSize.EU_MEDIUM_FIRM",1,27,30,118617,3953.9,2010,1,1,1,8.48148148148148,2
"H R D CORPORATION","H R D","H R D",5,"Hayward Area Recreation and Park District - Official Site",57,NA,"haywardrec.org/",27,1,3,0,0,4,585,1,0,0,1,76,"FirmSize.EU_MEDIUM_FIRM",1,120,51,775476,15205.4117647059,1998,1,1,1,4.43333333333333,3
"InView Technology Corporation","InView Technology","InView Technology",17,"Inview Technology - Official Site",33,NA,"inview.tv/",21,1,2,0,1,5,651,1,0,0,1,76,"FirmSize.EU_MEDIUM_FIRM",1,17,31,314685,10151.1290322581,2013,1,1,1,3.88235294117647,2
"Chemtreat","Chemtreat","Chemtreat",9,"ChemTreat, Inc. | Industrial Water Treatment and Process ...",60,NA,"chemtreat.com/",25,1,1,0,0,5,308,1,1,0,2,75,"FirmSize.EU_MEDIUM_FIRM",1,25,93,1791924,19268,2000,2,1,1,2.72,2
"ProNAi Therapeutics","ProNAi Therapeutics","ProNAi Therapeutics",19,"Sierra Oncology - Official Site",31,NA,"sierraoncology.com/",31,1,0,0,0,5,1032,0,0,1,1,75,"FirmSize.EU_MEDIUM_FIRM",1,21,11,76471,6951.90909090909,1999,1,1.04761904761905,1,2.71428571428571,4
"Proton Power","Proton Power","Proton Power",12,"Proton Power, Inc. - Official Site",34,NA,"protonpower.com/",27,1,2,0,0,5,1038,0,1,0,1,74,"FirmSize.EU_MEDIUM_FIRM",1,36,25,116705,4668.2,1977,4,1,1,2.19444444444444,3.25
"QD Vision","QD Vision","QD Vision",9,"Samsung Acquires Quantum Dot Tech Company QD Vision",51,1,"",63,1,2,0,1,2,1041,1,0,0,1,74,"FirmSize.EU_MEDIUM_FIRM",1,59,NA,NA,NA,2011,23,1.01694915254237,1.04347826086957,3.6271186440678,3.47826086956522
"TheGreenCell","TheGreenCell","TheGreenCell",12,"The Green Cell",14,NA,"thegreencell.com/",28,1,0,0,0,5,1345,0,0,1,1,74,"FirmSize.EU_MEDIUM_FIRM",1,3,NA,NA,NA,2011,1,1,1,5,5
"Crossbar","Crossbar","Crossbar",8,"ReRAM Memory | Crossbar",23,NA,"crossbar-inc.com/en/",32,1,1,1,0,5,355,1,0,0,1,73,"FirmSize.EU_MEDIUM_FIRM",1,149,28,168036,6001.28571428571,1997,1,1,1,2.04697986577181,3
"Ethox Chemicals","Ethox Chemicals","Ethox Chemicals",15,"Ethox Chemicals- The American Chemical Company",46,NA,"blog.ethox.com/",22,1,2,0,0,5,465,1,0,0,1,73,"FirmSize.EU_MEDIUM_FIRM",1,30,12,104224,8685.33333333333,2000,1,1,1,2.03333333333333,3
"Liquidia Technologies","Liquidia Technologies","Liquidia Technologies",21,"Liquidia Technologies - Official Site",37,NA,"liquidia.com/",20,1,2,0,0,5,768,1,0,1,2,73,"FirmSize.EU_MEDIUM_FIRM",1,14,23,144883,6299.26086956522,2011,2,1.07142857142857,1,3.42857142857143,2.5
"Sharp Laboratories of America","Sharp Laboratories of America","Sharp Laboratories of America",29,"Sharp Laboratories of America",29,NA,"sharplabs.com/",25,1,4,0,0,5,1182,1,0,1,2,73,"FirmSize.EU_MEDIUM_FIRM",1,1975,21,62029,2953.7619047619,1998,5,1.02430379746835,1,2.16708860759494,2.8
"Heliae Development","Heliae Development","Heliae Development",18,"Heliae Development, LLC - Official Site",39,NA,"heliae.com/",19,1,2,0,0,5,606,0,1,0,1,72,"FirmSize.EU_MEDIUM_FIRM",1,73,7,41072,5867.42857142857,2011,2,1,1,1.47945205479452,3
"Weatherford Canada Partnership","Weatherford Canada Partnership","Weatherford Canada Partnership",30,"Weatherford International - Official Site",41,NA,"weatherford.com/",27,1,1,0,0,4,1444,1,0,0,1,72,"FirmSize.EU_MEDIUM_FIRM",1,21,294,7697860,26183.1972789116,2006,1,1,1,2.85714285714286,5
"Integrated Solar Technology","Integrated Solar Technology","Integrated Solar Technology",27,"SunTegra Solar Roof Systems | Solar Roof Shingles and ...",57,NA,"suntegrasolar.com/",29,1,1,0,0,5,671,0,1,0,1,71,"FirmSize.EU_MEDIUM_FIRM",1,2,20,132790,6639.5,1989,1,1,1,1.5,1
"NLT TECHNOLOGIES","NLT TECHNOLOGIES","NLT TECHNOLOGIES",16,"Tianma Japan, Ltd.",18,NA,"tianma.co.jp/en/",28,1,0,0,0,5,870,1,0,0,1,71,"FirmSize.EU_MEDIUM_FIRM",1,334,19,52793,2778.57894736842,1994,3,1.02994011976048,1,2.20658682634731,2.66666666666667
"Ecovative Design","Ecovative Design","Ecovative Design",16,"Ecovative Design - Official Site",32,NA,"ecovativedesign.com/",32,1,2,0,0,5,439,0,0,1,1,70,"FirmSize.EU_MEDIUM_FIRM",1,8,21,819543,39025.8571428571,2011,1,1,1,2.375,2
"Shoals Technologies Group","Shoals Technologies Group","Shoals Technologies Group",25,"Shoals - Official Site",22,NA,"shoals.com/",23,1,1,0,0,5,1187,0,1,0,1,70,"FirmSize.EU_MEDIUM_FIRM",1,6,10,7573425,757342.5,2013,1,1,1,1,1
"Unistrut International Corp.","Unistrut Corp","Unistrut Corp",13,"Unistrut - Official Site",24,NA,"unistrut.us/",23,1,1,0,0,5,1401,0,1,0,1,70,"FirmSize.EU_MEDIUM_FIRM",1,21,77,461987,5999.83116883117,1988,1,1,1,1.38095238095238,2
"Crystal Solar Inc.","Crystal Solar","Crystal Solar",13,"Crystal Solar",13,NA,"xtalsolar.com/",21,1,2,0,0,5,356,1,1,0,2,70,"FirmSize.US_MEDIUM_FIRM",1,56,4,2758,689.5,2011,20,1,1.25,3.64285714285714,4
"Helios Focus LLC","Helios Focus","Helios Focus",12,"Helios Focus - Insight and innovation in energyHelios ...",57,NA,"heliosfocus.com/",28,1,2,0,1,5,607,0,1,0,1,69,"FirmSize.EU_MEDIUM_FIRM",1,2,6,4061,676.833333333333,2014,1,1,1,2,2
"IBC Pharmaceuticals","IBC Pharmaceuticals","IBC Pharmaceuticals",19,"IBC Pharmaceuticals, L.L.C.: Private Company Information ...",60,1,"",80,1,2,0,0,0,629,1,0,1,2,69,"FirmSize.EU_MEDIUM_FIRM",1,100,NA,NA,NA,1976,3,1.03,1,2.86,3.33333333333333
