index,length,sample_text,of_interest,bridge,is_forgeign,keep_text
2818,414,"Seeing growing needs and scope for opportunity in foreign markets, we are leveraging the synergies of the Group to further our business activities overseas. In summer 2014, our new polyvinylidene fluoride production plant will start up its operation in Changshu, China. This new facility will be part of a structure for stable supply, allowing us to quickly meet growing demand in Asia and around the world.English",1,,,1
2819,38,Basic Policy on Information Disclosure,1,1,,0
2820,38,Basic Policy on Information Disclosure,1,1,,0
2821,8,Japanese,0,,,0
2822,171,The Group develops beneficial products by combining the R&prowess it has accumulated as a chemical company with manufacturing underpinned by strong technical capabilities.,1,,,1
2823,20,Employee Information,0,,,0
2824,54,Capability Maturity Model Integration (CMMI®) Level 3,1,1,,0
2825,9,Webmaster,0,,,0
2826,17, NightWarrior 640,0,,,0
2827,1,|,0,,,0
2828,66,"Matthew Singer , PhD, Vice President, Head of Business Development",1,1,,0
2829,710,"Matt has over 20 years of experience in research and business development in the life sciences, as well as the reagent and pharmaceutical industries. Prior to joining in 2015, Matt was a business development executive at Allele Biotechnology & Pharmaceuticals, and Stemgent, Inc., where he coordinated business development, licensing activities and strategic alliance management. Prior to his business development work, Matt held positions of increasing responsibility in an R&leadership role at Millipore and Exelixis , Matt received his degree in Molecular Biophysics and Biochemistry from Yale University, and earned his doctorate in the field of Molecular Biology at the University of California, Berkeley.",1,,,1
2830,295,"employs a wide armamentarium of techniques and technologies, many of which are unique and proprietary, to address insolubility, instability, poor absorption, vein irritation, large/bulky doses, lack of protection and other formulation challenges over a wide range of pharmaceutical dosage forms.",1,,,1
2831,502," is a leading-edge formulation development contract research organization that provides innovative and generic drug formulation development services and proprietary drug delivery systems to the human and veterinary pharmaceutical industries. Sour founding in 2003, we have performed over 800 formulation development projects for over 225 client companies and have developed a world-wide reputation for creative approaches, reliability, rapid turnaround, successful formulations and client satisfaction.",1,,,1
2832,235,"In addition, applies its own technologies to develop improved formulations of existing drugs that can be developed as accelerated-approval 505(b)(2) candidates.  Contact  for more information on these 505(b)(2) Licensing Opportunities.",1,,,1
2833,3,EVP,0,,,0
2834,13,Advertisement,0,,,0
2835,27,Corporate Governance Rating,0,,,0
2836,11,Reappointed,0,,,0
2837,6,Talent,0,,,0
2838,4,4UHD,0,,,0
2839,14,Verizon Phones,0,,,0
2840,14,wi-fi Enabled:,0,,,0
2841,13,Air Purifiers,0,,,0
2842,16,Skip to Contents,0,,,0
2843,193,We reject any automatic collection of e-mail addresses on this website. Please note that anyone violating this can be punished in accordance with the information and communication network laws.,0,,,0
2844,32,(GWI's 2018 Global Water Awards),1,1,,0
2845,94,Please note that anyone violating this can be punished in accordance with the information and ,0,,,0
2846,7,Product,0,,,0
2847,38,Korea Internet Security Agency (KISA) ,0,,,0
2848,168,"Following law school, Mr. Manya served as a law clerk to the Hon. Claude Hilton, United States District Judge for the Eastern District of Virginia, Alexandria Division.",1,,,1
2849,9,Contracts,0,,,0
2850,583,"His previous government experience includes a 20-year career as an officer in the Air Force. During 1981-1984, he served as Director for Low Observables Technology, with responsibility for overseeing the development, production, and fielding of major “stealth” systems. He also led the initial development of a National Reconnaissance Office space system and related sensor technology. Early in his career, he was responsible for test and evaluation of inertial guidance components for the Minuteman missile and terminal guidance systems for our first precision-guided munitions.",1,,,1
2851,1,*,0,,,0
2852,13,James Heilman,1,1,,0
2853,30,Cofounder & Executive Chairman,1,1,,0
2854,23,Board Member & Investor,1,1,,0
2855,134,X® is creating innovative & economical solutions for functional electronics fabrication by enabling additive manufacturing techniques,1,,,1
2856,46,The Expo is the largest specialty fabric […],1,,,1
2857,329,"seasoned executive and entrepreneur, Bill was the Executive Vice President and Chief Administrative Officer for DICK’Sporting Goods, Inc. (NYSE: DKS), a full-line sports and fitness retailer with more than 600 stores; and Chairman and Chief Executive Officer for Buchanan Ingersoll, one of the 100 largest law firms in the U.S.",1,,,1
2858,9,Pre-Order,0,,,0
2859,4,Menu,0,,,0
2860,33,"Gregory Eslinger, Cloud Developer",1,1,,0
2861,42,"Jamie Schmidt, Creative Content Strategist",1,1,,0
2862,11,Back to Top,0,,,0
2863,14,Create account,0,,,0
2864,4,KITS,0,,,0
2865,11,ACCESSORIES,0,,,0
2866,9,Wish list,0,,,0
2867,8, Go back,0,,,0
2868,6,Europe,0,,,0
2869,16,Knowledge Center,0,,,0
2870,5,Email,0,,,0
2871,32,Radiation Oncology Commissioning,1,1,,0
2872,243,"LANDAUER's groundbreaking contributions to the field of radiation safety have grown in scope and sophistication, developing new detection and monitoring technologies that continue to set industry standards. This history of innovation includes:",1,,,1
2873,8,Consumer,0,,,0
2874,7,Support,0,,,0
2875,42,Outside Resources to Help Get the Job Done,1,1,,0
2876,6,Mexico,0,,,0
2877,11,LatticeECP3,0,,,0
2878,876,"Donald Kintzer is a business advisor and a board member of several public and private entities. He is a retired partner (2008) with PricewaterhouseCoopers, (PwC), the global accounting and consulting organization. Prior to his retirement, he was the leader of PwC's West Region (U.S.) Advisory practice, including the San Francisco/Silicon Valley markets and was a member of PwC's leadership team. He is a member of the board of directors of GasLog, Ltd and California Bank of Commerce and until May 2015, was a board member of GasLog Partners,  In addition, he is a member of the board of governors of LLNS, and serves on the Contract Assurance Council of the Berkeley Laboratory.   Kintzer is a Certified Public Accountant, licensed in California (inactive) and is a member of the American Institute of Certified Public Accountants (CPAs) and the California Society of CPAs.",1,,,1
2879,830,"Bob DeGrasse is Vice President and Manager for Government Affairs with Bechtel National, Inc. (BNI), responsible for government relations and congressional affairs related to BNI's work in nuclear and homeland security, ballistic missile defense and naval reactors.  He has more than 25 years of government experience, most recently serving as the Staff Lead for the Strategic Forces Subcommittee of the House Armed Services Committee. He also served as the Senior Policy Advisor to the Chairman of the House Armed Services Committee, acting Chief Operating Officer of the NNSA, and Principal Assistant Deputy Administrator for NNSA's Defense Programs. He holds a Master's degree in public administration from the John Kennedy School of Government at Harvard University and a Bachelor's degree in history from Stanford University.",1,,,1
2880,1313,"Richard Mies is the of The Mies Group, Ltd. and provides strategic planning and risk assessment advice and assistance to clients on intersecurity, energy, defense, and maritime issues.  distinguished graduate of the Naval Academy, he completed a 35-year career as a nuclear submariner in the Navy and commanded Strategic Command for four years prior to retirement.  Admiral Mies served as a Senior Vice President of Science Applications InterCorporation and as the President and Chief Executive Officer of Hicks and Associates, Inc, a subsidiary of  He also served as the Chairman of the Department of Defense Threat Reduction Advisory Committee and as the Chairman of the Board of the Navy Mutual Aid Association.  He presently serves as the Chairman of the Strategic Advisory Group of Strategic Command and Chairman of the Naval Submarine League. He is a member of the Committee on Interand Arms Control of the Academy of Sciences, a member of the Boards of Governors of Los Alamos and Security, and a member of the Board of Directors of Babcock and Wilcox, Exelon, and the Naval Academy Foundation.  Admiral Mies completed post-graduate education at Oxford University, the Fletcher School of Law and Diplomacy, and Harvard University.  He holds a Masters degree in government administration and interrelations.",1,,,1
2881,785,"Peggy McCullough is the General Manager of Nuclear & Operations for Bechtel Nuclear, and Environmental. She is responsible for a portfolio of nuclear sites and projects executing more than $5 billion in work annually including management and operation of two laboratories, two plants, and the Naval Nuclear Laboratory, employing more than 20,000 scientists, engineers, technicians, and other professionals.  Projects within her Nuclear and Operations business line are responsible for safely disassembling nuclear weapons while ensuring the remaining stockpile is safe, secure, and effective. They apply science to a broad spectrum of endeavors from basic science to advanced research and development while modernizing aging, Cold War-era infrastructure for the Nuclear Administration.",1,,,1
2882,788,"Mr. Camplin served, and continues to serve, on several of the Boards of Directors/Governors for affiliated entities. In earlier positions with the Company, Mr. Camplin progressively served in engineering and management roles within the nuclear manufacturing enterprise supporting various and missions. He holds several and interpatents in the areas of automation and non-destructive testing and a prestigious R&100 Award. Mr. Camplin earned a Master of Science in Mechanical & Aerospace Engineering from the University of Virginia, a Master of Business Administration from Loyola University of Chicago, and a Bachelor of Science in Metallurgical Engineering and Materials Science from the University of Notre Dame. He is a registered professional engineer in the commonwealth of Virginia.",1,,,1
2883,13,Learning Tips,0,,,0
2884,6,Canada,0,,,0
2885,85,Please note our Privacy Policy was recently updated. Please review before continuing.,0,,,0
2886,5,Other,0,,,0
2887,15,Canada (French),0,,,0
2888,420,"Our high quality, micron-scale MRPs are suitable for a number of high-performance consumer and industrial applications, including tires, plastics, asphalt and construction materials. Our customers include the largest tire companies in the world, companies at the forefront in the construction materials, plastics, modular flooring and coatings segments and polyurethane manufacturers. Learn more about our markets here .",1,,,1
2889,134,"We are building the first plant in Europe, which will be operating in mid-2018. Learn more about Lehigh’s European operations here .",1,,,1
